id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
5360,Ingram,Brandon,40.14,NOR,SF/PF,@ TOR,35,22.78,1.38,5.27,6.22,0.75,0.46,3.72,7.1,4.44,0.64,8.48,8.69,0.11,0.008,
5460,Mitchell,Donovan,39.68,CLE,PG/SG,DEN,35,23.19,3.09,3.92,5.19,1.37,0.37,2.65,5,3.92,0.6,8.09,9.18,0.07,0.001,
5356,VanVleet,Fred,39.25,TOR,PG/SG,NOR,38,19.19,2.73,4.07,6.95,1.48,0.57,2.18,3.6,3.8,0.46,6.33,9.54,0.11,0.003,
5698,Jackson Jr.,Jaren,39.23,MEM,PF/C,@ PHI,32,18.45,1.55,7.76,1.16,1.18,3.34,1.87,5.05,3.7,1.04,6.6,6.58,0.31,0,
5355,Poeltl,Jakob,38.4,TOR,C,NOR,33,14.67,0,10.56,3.48,0.93,1.9,2.23,6.31,2.05,1.33,6.31,3.29,0.49,0.01,
6164,Bane,Desmond,38.25,MEM,SG,@ PHI,34,21.38,2.96,5.05,4.56,1.31,0.42,2.67,4.63,3.24,0.36,7.59,8.69,0.07,0.002,
5345,Murray,Jamal,37.76,DEN,PG,@ CLE,35,20.79,2.48,4.1,6.16,1.01,0.2,2.46,5.01,3.33,0.62,7.49,8.88,0.11,0.003,Questionable
6285,Barnes,Scottie,37.62,TOR,SF/PF,NOR,36,16.28,0.82,7.4,5.48,1,0.91,1.69,5.47,2.88,0.89,6.29,7.04,0.28,0.02,
6276,Mobley,Evan,37.54,CLE,PF/C,DEN,36,17.39,0.28,8.75,3.05,0.86,1.57,1.86,6.92,2.71,1.31,7.2,5.75,0.36,0.007,
5936,Poole,Jordan,36.53,GSW,PG/SG,@ LAL,35,23.62,2.94,3.33,4.59,0.76,0.23,3.27,5.23,4.34,0.61,8.17,10.13,0.03,0.001,
6282,Giddey,Josh,35.93,OKC,PG/SG,@ UTA,31,17.53,0.96,7.19,5.09,0.8,0.34,2.99,6.73,1.19,0.31,7.69,7.17,0.3,0.021,
3723,McCollum,C.J.,35.89,NOR,PG/SG,@ TOR,35,20.04,2.8,3.75,5.58,0.86,0.57,3.15,4.6,2.44,0.65,7.4,8.66,0.07,0.001,
6523,Kessler,Walker,35.51,UTA,C,OKC,31,12.44,0,11.4,1.13,0.49,3,1.2,5.37,1.7,1.45,5.37,1.98,0.49,0,
3399,Thompson,Klay,34.88,GSW,SG/SF,@ LAL,36,22.48,4.22,4.21,2.29,0.69,0.46,1.51,4.05,1.72,0.23,8.27,11.42,0.03,0,
6500,Banchero,Paolo,33.81,ORL,SF/PF,DET,33,18.41,1.11,6.61,3.34,0.84,0.44,2.31,4.85,5.38,1.77,5.96,8.18,0.11,0.002,
5468,Allen,Jarrett,33.45,CLE,C,DEN,34,15.21,0,9.04,1.67,0.96,1.28,1.37,6.39,2.43,0.96,6.39,3.61,0.43,0,
5457,Collins,Zach,33.27,SAS,C,@ DAL,29,15.34,0.85,8.25,3.53,0.5,0.73,2.16,5.18,2.43,0.81,6.03,4.51,0.33,0.007,
3910,Clarkson,Jordan,33.22,UTA,SG,OKC,32,20.51,2.46,4.06,4.36,0.54,0.14,3.09,4.89,3.35,0.69,7.35,8.94,0.03,0.001,
5668,Williams,Robert,33.11,BOS,PF/C,@ IND,30,10.85,0,11.75,2.05,0.76,1.48,1.12,4.95,0.95,0.35,4.95,1.65,0.38,0.004,Probable
5902,Johnson,Keldon,32.84,SAS,SF/PF,@ DAL,33,22.17,1.86,4.65,2.1,0.64,0.2,1.89,5.84,4.91,1.35,7.7,9.56,0.03,0,
6116,Horton-Tucker,Talen,32.79,UTA,SG/SF,OKC,33,14.7,1.29,4.61,6.16,0.99,0.78,2.48,4.13,2.57,0.79,5.42,7.62,0.09,0.003,
3354,Bogdanovic,Bojan,32.76,DET,SF/PF,@ ORL,33,23.03,2.42,3.56,2.55,0.56,0.14,2.37,5.67,4.43,0.65,8.09,7.82,0.02,0,
3921,Grant,Jerami,32.68,POR,SF/PF,@ SAC,36,20.74,2.16,3.82,2.6,0.7,0.76,1.53,5.27,3.72,0.84,7.43,7.47,0.02,0,Probable
5053,Turner,Myles,32.44,IND,PF/C,BOS,28,14.87,1.38,8.24,1.22,0.54,1.94,1.37,4.1,2.53,0.71,5.48,4.79,0.32,0,
5675,Carter Jr.,Wendell,31.9,ORL,PF/C,DET,30,14.45,1.13,9.2,2.71,0.35,0.6,2.41,4.22,2.62,0.88,5.35,4.56,0.41,0.004,
5048,Russell,D'Angelo,31.68,LAL,PG/SG,GSW,31,17.02,2.68,3,5.49,1,0.23,2.45,3.01,2.96,0.51,5.69,6.4,0.07,0.001,
3920,Gordon,Aaron,31.4,DEN,PF,@ CLE,31,16.28,0.96,6.36,2.86,0.83,0.71,1.66,5.27,2.86,1.75,6.23,4.9,0.1,0.001,Questionable
3957,Wiggins,Andrew,31.1,GSW,SF/PF,@ LAL,33,17.13,2.42,4.91,2.14,1.09,0.91,1.26,4.36,1.15,0.72,6.78,8.07,0.03,0,Probable
5448,Fultz,Markelle,31.02,ORL,PG,DET,31,12.98,0.37,4.06,6.51,1.59,0.42,2.28,5.01,1.85,0.54,5.38,4.89,0.08,0.003,
6284,Wagner,Franz,30.5,ORL,SG/SF/PF,DET,33,18.72,1.82,3.74,3.36,0.84,0.22,1.99,5,3.26,0.63,6.82,6.9,0.02,0,
5364,Hield,Buddy,30.36,IND,SG/SF,BOS,34,16.28,3.6,4.8,2.68,1.23,0.27,1.57,2.17,1.14,0.17,5.77,7.49,0.03,0,
3949,Smart,Marcus,30.06,BOS,PG/SG,@ IND,34,11.43,1.91,3.24,7,1.64,0.45,2.73,2.09,1.52,0.44,4,5.61,0.2,0.004,
3487,Green,Draymond,29.91,GSW,PF/C,@ LAL,32,7.71,0.67,7.66,6.19,1.06,0.92,2.26,2.38,0.94,0.43,3.05,3.08,0.1,0.011,
6153,Hayes,Killian,28.53,DET,PG,@ ORL,30,11.44,1.33,2.8,6.89,1.51,0.34,2.44,3.29,0.87,0.24,4.62,7.1,0.07,0.001,
6170,Stewart,Isaiah,28.33,DET,PF/C,@ ORL,30,13.33,1.55,8,1.32,0.48,0.79,1.5,3.2,2.28,0.84,4.75,5.54,0.3,0,
6067,Clarke,Brandon,28.16,MEM,PF/C,@ PHI,26,13.39,0,7.48,1.46,0.91,0.83,1.24,5.51,2.37,0.98,5.51,2.49,0.25,0,
5469,Anunoby,O.G.,27.83,TOR,SF,NOR,32,13.44,1.58,4.83,2.13,1.9,0.71,1.77,3.47,1.76,0.41,5.05,5.84,0.02,0,Questionable
3677,Olynyk,Kelly,27.71,UTA,PF/C,OKC,30,11.92,1.32,5.32,4.51,0.79,0.58,2.19,2.65,2.66,0.48,3.97,4.23,0.05,0.001,
6518,Williams,Jalen,27.33,OKC,SG/SF,@ UTA,33,12.89,0.99,4.46,3.03,1.71,0.54,1.43,4.06,1.8,0.59,5.05,5.31,0.02,0,
6501,Ivey,Jaden,27.22,DET,PG/SG,@ ORL,30,14.2,1.27,3.58,4.74,0.94,0.21,3.07,3.52,3.35,1.27,4.79,6.54,0.03,0.001,
5145,Wood,Christian,26.91,DAL,PF/C,SAS,22,12.91,1.41,6.57,1.6,0.48,1.14,1.36,3.14,2.4,0.75,4.55,3.87,0.08,0,
6507,Duren,Jalen,26.51,DET,C,@ ORL,27,10.47,0,8.88,1.19,0.74,0.98,1.24,4.4,1.67,0.87,4.4,1.9,0.22,0,
6160,Maxey,Tyrese,26.37,PHI,PG/SG,MEM,29,16.32,2.02,2.56,3.3,0.61,0.12,1.2,3.84,2.58,0.52,5.86,7.22,0.02,0,
3402,Valanciunas,Jonas,26.32,NOR,C,@ TOR,24,12.15,0.35,8.86,1.32,0.27,0.47,1.94,4.57,1.96,0.44,4.92,4,0.29,0,
6165,Jones,Tre,26.1,SAS,PG,@ DAL,27,11.68,0.52,3.19,5.53,1.09,0.16,1.38,4.02,2.08,0.31,4.54,5.64,0.05,0.001,Questionable
5682,Porter Jr.,Michael,25.84,DEN,SF/PF,@ CLE,30,15.29,2.81,4.72,0.98,0.76,0.46,1.41,2.79,1.28,0.38,5.6,6.07,0.03,0,
5662,Huerter,Kevin,25.47,SAC,SG,POR,30,13.79,2.34,3.25,2.75,1.17,0.29,1.24,2.78,1.21,0.5,5.12,6.01,0.02,0,
5028,Looney,Kevon,25.37,GSW,PF/C,@ LAL,26,7,0,10.02,2.16,0.69,0.59,0.47,2.99,1.02,0.64,2.99,1.41,0.18,0.002,
6505,Mathurin,Bennedict,25.35,IND,SG/SF,BOS,29,17.09,1.08,4.18,1.25,0.58,0.14,1.73,4.55,4.75,0.91,5.63,6.98,0.03,0,
3435,Barnes,Harrison,25.34,SAC,SF/PF,POR,35,15.31,1.85,4.39,1.48,0.77,0.16,1,2.82,4.12,0.83,4.67,5.56,0.03,0,
3367,Harris,Tobias,25.31,PHI,SF/PF,MEM,32,12.37,1.29,5.35,2.52,0.6,0.55,1.11,3.7,1.1,0.18,4.99,5.55,0.05,0.001,
2730,Horford,Al,25.05,BOS,PF/C,@ IND,31,8.89,1.99,6.18,2.88,0.6,1.08,0.6,1.27,0.38,0.1,3.26,4.02,0.04,0,
5681,Vanderbilt,Jarred,24.87,LAL,PF/C,GSW,27,8.93,0.31,8.25,2.14,0.97,0.31,1.04,3.21,1.58,0.78,3.52,2.65,0.14,0.001,
6512,Sochan,Jeremy,24.7,SAS,PF,@ DAL,28,11.84,0.77,5.57,2.69,0.7,0.43,1.7,4.06,1.41,0.52,4.83,4.95,0.05,0,
5719,Trent,Gary,24.59,TOR,SG,NOR,29,15.38,2.08,2.38,1.35,1.51,0.27,0.8,3.35,2.44,0.48,5.43,6.8,0.01,0,Questionable
5458,Monk,Malik,23.92,SAC,SG/SF,POR,23,13.5,1.52,2.49,3.69,0.75,0.22,1.9,3.16,2.62,0.31,4.68,5.62,0.02,0,Questionable
5308,Brogdon,Malcolm,23.35,BOS,PG/SG,@ IND,25,12.21,1.68,3.46,3.13,0.66,0.33,1.44,2.49,2.19,0.3,4.17,5.08,0.02,0,
5988,Dort,Luguentz,23.26,OKC,SG/SF,@ UTA,30,12.91,1.8,3.75,1.95,0.99,0.24,1.3,2.65,2.21,0.73,4.45,6.41,0.02,0,
6504,Sharpe,Shaedon,22.84,POR,SG,@ SAC,31,13.05,1.8,3.53,1.97,0.67,0.33,1.01,3.27,1.11,0.38,5.07,5.28,0.02,0,
6290,Murphy,Trey,22.81,NOR,SG/SF,@ TOR,31,13.33,2.15,3.21,1.32,0.94,0.47,0.86,2.44,2,0.2,4.59,4.53,0.02,0,
6274,Suggs,Jalen,22.59,ORL,PG/SG,DET,25,9.89,1.17,2.81,3.95,1.32,0.48,1.88,2.24,1.9,0.68,3.41,4.94,0.01,0,
6161,Nesmith,Aaron,22.45,IND,SF,BOS,29,11.62,1.74,4.66,1.33,0.89,0.41,0.98,2.31,1.78,0.29,4.05,5.3,0.02,0,
5491,Brooks,Dillon,22.43,MEM,SG/SF,@ PHI,32,12.65,1.42,3.21,2.44,0.9,0.22,1.73,3.47,1.45,0.37,4.89,7.19,0.02,0,
3046,Rubio,Ricky,22.24,CLE,PG,DEN,22,8.23,1.14,2.83,5.46,1.06,0.12,1.37,1.6,1.61,0.29,2.74,4.51,0.03,0,Questionable
6324,Jones,Herb,21.95,NOR,SF/PF,@ TOR,30,9.47,0.76,3.84,2.42,1.64,0.57,1.52,2.61,1.97,0.66,3.37,3.7,0.01,0,
6510,Branham,Malaki,21.93,SAS,SG,@ DAL,29,12.93,1.59,2.92,2.35,0.68,0.17,1.36,3.42,1.32,0.38,5.01,5.95,0.01,0,
6162,Anthony,Cole,21.72,ORL,PG,DET,21,9.56,0.85,3.66,3.85,0.52,0.47,1.23,2.47,2.07,0.31,3.32,3.91,0.01,0,Probable
6109,Reddish,Cam,21.7,POR,SG/SF,@ SAC,30,12.95,1.48,2.28,1.56,1.21,0.45,1.03,3.2,2.11,0.28,4.68,5.97,0.01,0,
5687,Melton,De'Anthony,21.5,PHI,PG/SG,MEM,27,8.81,1.92,3.97,2.44,1.33,0.51,1.17,1.16,0.73,0.21,3.08,4.3,0.01,0,
6502,Murray,Keegan,21.47,SAC,PF,POR,30,10.27,2.22,4.82,1.29,0.76,0.45,0.63,1.39,0.83,0.22,3.61,4.61,0.02,0,
5700,DiVincenzo,Donte,21.46,GSW,PG/SG,@ LAL,27,8.99,2.03,3.83,2.99,1.3,0.12,1.34,1.08,0.74,0.16,3.11,4.52,0.01,0,
3709,Hardaway Jr.,Tim,21.23,DAL,SG/SF,SAS,30,11.7,2.31,3.72,1.52,0.78,0.12,0.74,1.71,1.35,0.47,4.02,5.9,0.01,0,Questionable
5036,Nance Jr.,Larry,21.23,NOR,PF/C,@ TOR,24,7.61,0.25,6.25,1.96,0.91,0.63,0.78,2.86,1.14,0.54,3.11,1.97,0.03,0,Probable
3689,Caldwell-Pope,Kentavious,21,DEN,SG/SF,@ CLE,33,10.01,1.52,2.85,2.41,1.49,0.38,1.39,2.01,1.43,0.27,3.53,4.56,0.01,0,
5767,Eubanks,Drew,20.78,POR,PF,@ SAC,26,6.96,0.08,6.27,1.61,0.64,1.38,1.07,2.9,0.92,0.43,2.98,1.54,0.01,0,
6173,Green,Josh,20.63,DAL,SG,SAS,32,10.65,1.3,3.59,2.08,1.04,0.13,1.27,2.69,1.37,0.54,3.99,3.28,0.01,0,
5046,Richardson,Josh,20.27,NOR,SG/SF,@ TOR,23,9.45,1.42,2.7,3.24,0.99,0.3,1.43,2.16,0.87,0.13,3.58,4.15,0.01,0,
6146,Wiseman,James,20.15,DET,C,@ ORL,20,11.46,0.1,5.13,0.73,0.23,0.57,1.08,4.55,2.06,1.07,4.65,2.83,0.05,0,
5961,Thybulle,Matisse,19.96,POR,SG/SF,@ SAC,30,8.08,1.38,2.8,1.11,2.38,0.74,0.45,1.7,0.54,0.18,3.08,3.63,0,0,
5425,LeVert,Caris,19.61,CLE,SG/SF,DEN,25,9.3,1.16,3.04,3.19,0.7,0.21,1.38,2.23,1.36,0.55,3.39,4.55,0.01,0,
3945,Powell,Dwight,19.27,DAL,C,SAS,24,8.75,0,5.48,1.14,0.65,0.57,1.04,3.32,2.11,0.78,3.32,1.08,0.03,0,
5685,Brown,Bruce,18.84,DEN,SG/SF,@ CLE,24,8.94,1.1,2.81,2.63,0.83,0.51,1.58,2.31,1.02,0.37,3.41,3.79,0,0,
5427,Beasley,Malik,18.8,LAL,SG,GSW,24,9.85,2.21,3.18,1.77,0.74,0.11,0.99,1.31,0.6,0.11,3.52,5.73,0.01,0,
6327,Aldama,Santi,18.78,MEM,PF,@ PHI,21,9.09,1.33,4.45,1.1,0.56,0.55,0.86,1.75,1.6,0.6,3.08,3.68,0.01,0,
6533,Williams,Jaylin,18.69,OKC,C,@ UTA,22,6.89,0.77,5.93,1.94,0.49,0.34,1.15,1.86,0.86,0.37,2.63,3.47,0.01,0,
5670,Graham,Devonte',18.62,SAS,PG,@ DAL,20,9.36,2.07,1.87,2.84,0.74,0.23,0.64,0.76,1.63,0.43,2.83,4.64,0,0,
5475,White,Derrick,18.31,BOS,PG/SG,@ IND,20,8.56,1.28,2.45,2.85,0.53,0.57,0.87,1.58,1.56,0.24,2.86,3.69,0,0,
6168,Tillman,Xavier,18.11,MEM,PF/C,@ PHI,20,6.1,0.07,5.49,1.61,1.04,0.47,0.66,2.51,0.87,0.69,2.58,1.71,0.01,0,
6532,Nembhard,Andrew,17.93,IND,PG,BOS,25,7.55,1.03,2.54,3.58,0.85,0.18,1.49,2.03,0.4,0.06,3.06,4.22,0.01,0,
6150,Okoro,Isaac,17.81,CLE,SG/SF,DEN,27,8.08,1,2.99,1.84,1,0.53,0.66,1.91,1.26,0.43,2.91,2.73,0,0,
6513,Agbaji,Ochai,17.58,UTA,SF,OKC,29,9.24,1.8,3.71,1.09,0.48,0.3,0.81,1.62,0.6,0.3,3.42,3.96,0.01,0,
6191,Joe,Isaiah,17.39,OKC,SG,@ UTA,19,9.81,2.49,2.6,1.1,0.68,0.12,0.34,0.62,1.1,0.19,3.11,3.57,0,0,
5856,Williams,Kenrich,17.28,OKC,SF,@ UTA,20,6.97,0.96,4.25,1.85,0.75,0.26,0.57,1.91,0.27,0.3,2.87,2.82,0,0,
3490,Green,JaMychal,17.18,GSW,PF,@ LAL,18,7.94,0.79,4.6,1.1,0.6,0.4,1.14,2.18,1.21,0.33,2.97,2.96,0.01,0,
6163,Achiuwa,Precious,17.12,TOR,PF/C,NOR,18,7.87,0.46,4.84,0.83,0.52,0.56,0.89,2.57,1.35,0.69,3.03,2.93,0.01,0,
5648,Boucher,Chris,16.79,TOR,PF/C,NOR,17,7.48,0.58,4.94,0.33,0.51,0.74,0.32,2.19,1.36,0.44,2.77,2.86,0.01,0,
5098,McConnell,T.J.,16.77,IND,PG,BOS,16,6.95,0.24,2.49,3.73,0.73,0.08,1.26,2.8,0.63,0.11,3.04,2.85,0,0,
3356,Burks,Alec,16.74,DET,SG,@ ORL,19,9.47,1.43,2.46,1.72,0.59,0.13,1.1,1.52,2.14,0.48,2.95,4.13,0,0,
6326,Robinson-Earl,Jeremiah,16.6,OKC,PF/C,@ UTA,19,7.56,1,4.5,0.78,0.67,0.34,0.58,1.89,0.78,0.24,2.89,3.24,0.01,0,
3674,Schroder,Dennis,16.46,LAL,PG,GSW,20,8.24,0.8,1.98,3.08,0.55,0.08,1.1,1.83,2.18,0.33,2.63,3.38,0.01,0,
6195,Marshall,Naji,16.41,NOR,SF,@ TOR,21,7.98,0.74,3.03,2.21,0.63,0.16,1.26,2.01,1.74,0.5,2.75,3.43,0.01,0,
5697,Wagner,Moritz,16.35,ORL,PF/C,DET,16,8.36,0.64,3.92,1.24,0.5,0.18,0.93,2.15,2.14,0.37,2.79,2.48,0.01,0,
3696,Bullock,Reggie,16.17,DAL,SG/SF,SAS,30,6.91,1.89,3.36,1.52,0.78,0.25,0.45,0.46,0.32,0.12,2.35,3.03,0,0,
6309,Bassey,Charles,15.79,SAS,C,@ DAL,15,5.08,0.08,5.34,1.02,0.38,1.1,1,2.07,0.7,0.29,2.15,0.96,0,0,
3948,Saric,Dario,15.2,OKC,PF,@ UTA,18,6.41,0.72,4.18,1.59,0.56,0.11,1.04,1.58,1.09,0.23,2.3,2.95,0,0,
6330,Reaves,Austin,15.13,LAL,SG,GSW,22,7.71,0.86,2.34,1.97,0.44,0.35,0.95,1.58,1.97,0.32,2.44,2.66,0,0,
6110,Langford,Romeo,14.64,SAS,SG,@ DAL,21,7.29,0.43,3.08,1.33,0.49,0.32,0.67,2.57,0.86,0.51,3,3.25,0.01,0,Injured
5702,Bates-Diop,Keita,14.64,SAS,SF,@ DAL,20,7.66,0.54,3.03,1.08,0.58,0.24,0.7,2.38,1.28,0.35,2.92,3.05,0.01,0,
5453,Isaac,Jonathan,14.5,ORL,SF/PF,DET,15,5.6,0.34,3.86,0.7,0.74,0.84,0.62,1.86,0.86,0.26,2.2,2.45,0,0,Playing
6365,Watford,Trendon,14.42,POR,PF,@ SAC,18,6.82,0.47,3.22,1.71,0.38,0.22,0.86,2.12,1.17,0.43,2.59,1.99,0,0,
5669,Diallo,Hamidou,14.34,DET,SG/SF,@ ORL,15,7.77,0.06,2.91,0.81,0.87,0.27,1.2,3.14,1.31,0.89,3.2,2.32,0,0,
5029,Lyles,Trey,14.31,SAC,PF,POR,16,6.81,0.85,3.69,0.88,0.29,0.44,0.64,1.41,1.44,0.32,2.26,2.66,0,0,
6124,Jerome,Ty,14.21,GSW,PG,@ LAL,18,6.93,0.78,1.69,2.58,0.49,0.12,0.62,1.93,0.73,0.1,2.71,3.03,0,0,
5459,Kennard,Luke,14.2,MEM,SG,@ PHI,20,7.84,1.71,2.33,1.19,0.51,0.1,0.83,0.99,0.73,0.05,2.7,3.13,0,0,
6032,Hachimura,Rui,14.01,LAL,SF/PF,GSW,19,7.57,0.63,3.47,0.75,0.29,0.21,0.69,2.41,0.86,0.38,3.04,3.23,0.01,0,
3370,Jackson,Reggie,13.84,DEN,PG,@ CLE,20,7.37,1.06,1.57,2.35,0.54,0.08,1.59,1.73,0.73,0.07,2.79,4.16,0,0,Questionable
5991,Little,Nassir,13.72,POR,SF/PF,@ SAC,20,7.4,1.24,2.41,1.03,0.32,0.39,0.57,1.45,0.78,0.35,2.69,3.05,0,0,
3923,Harris,Gary,13.72,ORL,SG,DET,22,7.77,1.57,1.6,1.13,0.74,0.14,0.59,1.08,0.9,0.1,2.65,3.09,0,0,
6009,Williams,Grant,13.6,BOS,PF,@ IND,19,5.93,0.99,3.29,1.37,0.45,0.29,0.94,0.94,1.08,0.2,1.93,2.23,0,0,
4049,Theis,Daniel,13.58,IND,PF/C,BOS,16,5.51,0.34,4.23,0.84,0.31,0.52,0.62,1.91,0.67,0.37,2.25,2.01,0,0,Questionable
6114,Bol,Bol,13.11,ORL,PF/C,DET,14,5.9,0.24,3.79,0.51,0.26,0.78,0.98,2.2,0.78,0.28,2.44,1.77,0,0,
6363,Alvarado,Jose,13.04,NOR,PG,@ TOR,17,6.14,0.89,1.69,2.26,0.64,0.12,1.14,1.38,0.71,0.18,2.27,3.19,0,0,
3934,McDermott,Doug,12.98,SAS,SF,@ DAL,18,7.77,1.37,2.16,1.15,0.17,0.07,0.77,1.49,0.68,0.23,2.86,3.48,0,0,
5981,McDaniels,Jalen,12.91,PHI,PF,MEM,17,5.96,0.63,2.84,1.12,0.61,0.29,0.79,1.58,0.91,0.19,2.21,2.84,0,0,
6325,Livers,Isaiah,12.82,DET,SF/PF,@ ORL,22,6.23,1.41,2.47,0.69,0.54,0.5,0.64,0.68,0.64,0.15,2.09,2.74,0,0,
6289,Kuminga,Jonathan,12.8,GSW,SF/PF,@ LAL,15,6.65,0.51,2.32,1.33,0.4,0.33,0.93,2.07,0.98,0.5,2.58,2.56,0,0,
5025,Jones,Tyus,12.1,MEM,PG,@ PHI,14,5.11,0.74,1.32,2.47,0.73,0.03,0.51,1.12,0.65,0.13,1.86,2.6,0,0,
5235,Niang,Georges,12.1,PHI,PF,MEM,17,6.43,1.62,2.24,0.99,0.33,0.11,0.62,0.59,0.39,0.06,2.21,2.93,0,0,
5711,Bamba,Mo,12.06,LAL,C,GSW,12,4.61,0.76,3.49,0.72,0.22,0.69,0.39,0.88,0.57,0.26,1.64,1.87,0,0,
5649,Kleber,Maxi,11.85,DAL,PF,SAS,20,4.62,0.87,2.73,0.85,0.39,0.82,0.62,0.78,0.45,0.17,1.65,1.88,0,0,Questionable
2600,Gay,Rudy,11.78,UTA,PF,OKC,14,5.53,0.55,2.97,0.93,0.32,0.27,0.63,1.49,0.9,0.18,2.04,3.2,0,0,Probable
6049,Davis,Terence,11.44,SAC,SG,POR,11,5.69,1.12,1.88,1,0.66,0.17,0.65,0.94,0.45,0.08,2.06,2.49,0,0,
5722,Metu,Chimezie,11.4,SAC,C,POR,11,5.61,0.22,2.81,0.74,0.38,0.28,0.53,2.06,0.83,0.21,2.28,1.65,0,0,
6190,Nwora,Jordan,11.35,IND,SF,BOS,15,5.54,0.9,2.71,0.89,0.35,0.15,0.72,1.04,0.76,0.12,1.94,3.22,0,0,
2724,Green,Jeff,11.2,DEN,PF,@ CLE,17,6.43,0.4,1.99,0.95,0.35,0.2,0.88,2.03,1.17,0.39,2.43,2.55,0,0,
3373,Joseph,Cory,11.08,DET,PG,@ ORL,14,4.64,0.66,1.15,2.76,0.35,0.1,0.73,0.99,0.68,0.13,1.65,2.29,0,0,
6193,Reed,Paul,11.02,PHI,PF,MEM,12,2.37,0.01,4.02,0.46,0.89,0.78,0.82,1.03,0.28,0.14,1.04,0.93,0,0,
6303,Duarte,Chris,10.35,IND,SG,BOS,14,5.52,0.82,1.7,1,0.42,0.14,0.65,1.03,1,0.17,1.85,3.17,0,0,
6339,Wiggins,Aaron,9.56,OKC,SG,@ UTA,12,4.5,0.45,2.4,0.79,0.35,0.1,0.5,1.23,0.69,0.2,1.68,1.65,0,0,
5421,Jones,Damian,9.55,UTA,C,OKC,12,3.7,0.06,2.64,0.59,0.27,0.67,0.49,1.33,0.86,0.33,1.39,0.62,0,0,
