id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
2643,Tucker,P.J.,9.33,PHI,SF/PF,MEM,23,2.57,0.53,3.56,0.74,0.44,0.15,0.49,0.36,0.26,0.06,0.89,1.35,0,0,
5725,Brown Jr,Troy,8.92,LAL,SF,GSW,13,3.61,0.78,2.44,0.66,0.45,0.07,0.32,0.56,0.15,0.03,1.34,1.82,0,0,
6718,Fontecchio,Simone,8.56,UTA,SF,OKC,11,4.43,0.84,1.68,0.73,0.28,0.15,0.69,0.74,0.43,0.13,1.58,2.41,0,0,
5949,Toscano-Anderson,Juan,8.15,UTA,PF,OKC,12,3.03,0.19,2.08,0.99,0.42,0.21,0.64,1.03,0.4,0.27,1.22,1.25,0,0,
2851,McGee,JaVale,7.87,DAL,C,SAS,7,3.56,0.03,2.46,0.24,0.1,0.49,0.64,1.53,0.41,0.21,1.56,0.96,0,0,
5714,Milton,Shake,7.71,PHI,PG,MEM,10,3.68,0.35,1.24,1.4,0.16,0.08,0.56,1.04,0.55,0.1,1.39,1.61,0,0,
5275,Arcidiacono,Ryan,7.36,POR,PG,@ SAC,12,3.4,0.77,1.5,0.96,0.24,0,0.44,0.47,0.15,0.13,1.24,1.52,0,0,
3672,Muscala,Mike,7.28,BOS,C,@ IND,8,3.52,0.8,1.64,0.39,0.15,0.25,0.16,0.4,0.32,0.09,1.2,1.39,0,0,Probable
6300,Mitchell,Davion,6.8,SAC,PG,POR,11,2.8,0.42,0.88,1.33,0.32,0.13,0.42,0.68,0.18,0.05,1.1,1.46,0,0,
6526,Braun,Christian,5.89,DEN,SG,@ CLE,10,2.53,0.25,1.25,0.52,0.41,0.13,0.37,0.77,0.24,0.15,1.02,1.15,0,0,
5038,Osman,Cedi,5.69,CLE,SF,DEN,8,3.1,0.5,0.72,0.63,0.26,0.04,0.22,0.63,0.34,0.17,1.13,1.42,0,0,Questionable
3047,Green,Danny,5.19,CLE,SG/SF,DEN,10,1.71,0.5,1.16,0.52,0.34,0.23,0.29,0.08,0.05,0.01,0.58,0.96,0,0,
5927,Konchar,John,4.86,MEM,SG,@ PHI,7,1.65,0.28,1.34,0.49,0.28,0.1,0.21,0.35,0.11,0.02,0.63,0.8,0,0,
5907,Wade,Dean,4.28,CLE,PF,DEN,7,1.61,0.33,1.07,0.32,0.23,0.14,0.11,0.24,0.14,0.07,0.57,0.72,0,0,
5495,Cancar,Vlatko,3.53,DEN,SF,@ CLE,5,1.57,0.24,0.7,0.47,0.11,0.07,0.21,0.35,0.15,0.03,0.59,0.56,0,0,
6545,Barlow,Dominick,0,SAS,PF,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6350,Omoruyi,Eugene,0,OKC,SF,@ UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6574,Mobley,Isaiah,0,CLE,PF,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6566,Champagnie,Julian,0,SAS,SF,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Note
3029,Johnson,James,0,IND,PF,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6531,Watson,Peyton,0,DEN,SF,@ CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6121,Williamson,Zion,0,NOR,PF,@ TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6498,Holmgren,Chet,0,OKC,PF,@ UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6519,Hardy,Jaden,0,DAL,SG,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2847,Lopez,Robin,0,CLE,C,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3506,Holiday,Justin,0,DAL,SG/SF,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2872,Westbrook,Russell,0,UTA,PG,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doubtful
3076,Temple,Garrett,0,NOR,SG,@ TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6524,Wesley,Blake,0,SAS,SG,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6312,Queta,Neemias,0,SAC,C,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2841,Jordan,DeAndre,0,DEN,C,@ CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6123,Okeke,Chuma,0,ORL,PF,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6115,Bitadze,Goga,0,ORL,C,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6542,Christie,Max,0,LAL,SG,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6156,Lewis,Kira,0,NOR,PG,@ TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2769,Young,Thaddeus,0,TOR,PF,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6118,Okpala,KZ,0,SAC,SF,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6586,Williams,Vince,0,MEM,SF,@ PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6554,Harper Jr.,Ron,0,TOR,SF,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3774,Dedmon,Dewayne,0,PHI,C,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5336,Payton II,Gary,0,GSW,PG,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6561,Walker,Jabari,0,POR,PF,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6535,Brown,Kendall,0,IND,SF,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6563,Lofton Jr.,Kenny,0,MEM,PF,@ PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6525,LaRavia,Jake,0,MEM,PF,@ PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5748,Gabriel,Wenyen,0,LAL,SF,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6517,Liddell,E.J.,0,NOR,PF,@ TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
5721,Bagley III,Marvin,0,DET,PF/C,@ ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
3939,Nurkic,Jusuf,0,POR,C,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6033,Schofield,Admiral,0,ORL,SF,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5705,Knox,Kevin,0,POR,SF,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5720,Simons,Anfernee,0,POR,PG/SG,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5994,King,Louis,0,PHI,PF,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
5908,Windler,Dylan,0,CLE,SF,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
5510,Kornet,Luke,0,BOS,C,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5057,Winslow,Justise,0,POR,SF,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6362,Wright,McKinley,0,DAL,PG,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3775,Dellavedova,Matthew,0,SAC,PG,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6360,Potter,Micah,0,UTA,C,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
3704,Dieng,Gorgui,0,SAS,PF/C,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6516,Chandler,Kennedy,0,MEM,PG,@ PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6345,Hauser,Sam,0,BOS,SF,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3731,Porter,Otto,0,TOR,SF,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6388,Dowtin,Jeff,0,TOR,PG,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6558,Ellis,Keon,0,SAC,SG,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6496,Waters,Lindy,0,OKC,SF,@ UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3352,Bertans,Davis,0,DAL,PF,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
5455,Ntilikina,Frank,0,DAL,PG,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6311,Edwards,Kessler,0,SAC,SF,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5382,House,Danuel,0,PHI,SG/SF,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6079,Hayes,Jaxson,0,NOR,PF/C,@ TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6318,Wieskamp,Joe,0,TOR,SF,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6589,Rhoden,Jared,0,DET,SG,@ ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6397,Sarr,Olivier,0,OKC,C,@ UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6552,Seabron,Dereon,0,NOR,SG,@ TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6171,Smith,Jalen,0,IND,PF/C,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6206,Stevens,Lamar,0,CLE,PF,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6564,Butler,John,0,POR,C,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5488,Bryant,Thomas,0,DEN,C,@ CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6568,Juzang,Johnny,0,UTA,SF,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2997,Griffin,Blake,0,BOS,PF/C,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3720,Len,Alex,0,SAC,C,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6657,Umude,Stanley,0,DET,SF,@ ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6308,Williams,Ziaire,0,MEM,SG,@ PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6380,Lawson,A.J.,0,DAL,SG,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6357,McClung,Mac,0,PHI,SG,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6291,Johnson,Keon,0,POR,SG,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6283,Moody,Moses,0,GSW,SG,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3730,Neto,Raul,0,CLE,PG,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3388,Morris,Markieff,0,DAL,PF,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3817,McGruder,Rodney,0,DET,SG,@ ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5970,Roby,Isaiah,0,SAS,PF/C,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
2836,Hill,George,0,IND,PG/SG,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6559,Gillespie,Collin,0,DEN,PG,@ CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6194,Azubuike,Udoka,0,UTA,C,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5014,Harrell,Montrezl,0,PHI,PF/C,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6544,Houstan,Caleb,0,ORL,SF,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6184,Pritchard,Payton,0,BOS,PG,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6536,Baldwin,Patrick,0,GSW,SF,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4048,Birch,Khem,0,SAS,C,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6509,Dieng,Ousmane,0,OKC,SF,@ UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5343,Hernangomez,Juan,0,TOR,PF,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2999,Curry,Stephen,0,GSW,PG,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6639,White,Jack,0,DEN,SF,@ CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6641,Harris,Kevon,0,ORL,SF,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6302,Mann,Tre,0,OKC,PG,@ UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6305,Jackson,Isaiah,0,IND,PF/C,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Probable
6180,Nnaji,Zeke,0,DEN,PF,@ CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6527,Roddy,David,0,MEM,PF,@ PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6016,Brissett,Oshae,0,IND,PF,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6166,Flynn,Malachi,0,TOR,PG,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6565,Pippen Jr.,Scotty,0,LAL,PG,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6157,Pokusevski,Aleksej,0,OKC,PF/C,@ UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6155,Vassell,Devin,0,SAS,SG/SF,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5723,Walker,Lonnie,0,LAL,SG/SF,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6151,Hampton,R.J.,0,ORL,PG,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6211,Queen,Trevelin,0,IND,SG,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
3718,Noel,Nerlens,0,DET,C,@ ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6223,Diakite,Mamadi,0,CLE,PF,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6547,Davison,J.D.,0,BOS,PG,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5436,Korkmaz,Furkan,0,PHI,SG,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
3711,Adams,Steven,0,MEM,C,@ PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6727,Badji,Ibou,0,POR,C,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6537,Rollins,Ryan,0,GSW,SG,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
5017,Hernangomez,Willy,0,NOR,C,@ TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6579,Swider,Cole,0,LAL,SF,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
2824,Gallinari,Danilo,0,BOS,SF/PF,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6014,Kabengele,Mfiondu,0,BOS,PF,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6337,Banton,Dalano,0,TOR,PG,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6503,Daniels,Dyson,0,NOR,PG,@ TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
6286,Springer,Jaden,0,PHI,PG,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5478,Reed,Davon,0,LAL,SG,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3225,Smith,Ish,0,DEN,PG,@ CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5677,Sexton,Collin,0,UTA,PG/SG,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doubtful
6587,Boeheim,Buddy,0,DET,SG,@ ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
5801,Pinson,Theo,0,DAL,SG,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6540,Koloko,Christian,0,TOR,C,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6275,Cunningham,Cade,0,DET,PG/SG,@ ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6227,Lamb,Anthony,0,GSW,SF,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2289,Iguodala,Andre,0,GSW,SG/SF,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5021,Holmes,Richaun,0,SAC,PF/C,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
