Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
113,3716552949,TSCANS13 (5/50),41.02,321.25,C Alperen Sengun F Terence Davis G Trae Young PF Jaren Jackson Jr. PG Theo Maledon SF Theo Pinson SG Jaden Ivey UTIL Saben Lee,,Reggie Bullock,F,0.77%,15.75
113,3716923481,Mangone (6/30),24,321.25,C Alperen Sengun F Jaren Jackson Jr. G Cameron Payne PF Duncan Robinson PG Trae Young SF Brandon Ingram SG Shake Milton UTIL Goga Bitadze,,Jonas Valanciunas,C,0.74%,29.5
113,3716531339,chasedeushane (7/75),0,321.25,C Alperen Sengun F Jaren Jackson Jr. G Theo Maledon PF Bobby Portis PG Coby White SF Patrick Williams SG Shake Milton UTIL Herbert Jones,,James Wiseman,C,0.74%,6.75
113,3717081901,SteveyBallGame (18/44),0,321.25,C Alperen Sengun F Quentin Grimes G Shake Milton PF Cameron Johnson PG Trae Young SF Trey Murphy III SG Victor Oladipo UTIL Jaden Hardy,,Theo Pinson,SF,0.73%,23.25
117,3716552948,TSCANS13 (4/50),34.04,321,C Alperen Sengun F Terence Davis G Stephen Curry PF Jaren Jackson Jr. PG Trae Young SF Marjon Beauchamp SG Jaden Springer UTIL Goga Bitadze,,Gary Trent Jr.,SF,0.71%,18.75
117,3717151426,gatorthunder77 (5/10),0,321,C Alperen Sengun F Bryce McGowens G Shake Milton PF Pascal Siakam PG Gabe Vincent SF Svi Mykhailiuk SG Jaden Ivey UTIL Coby White,,Jock Landale,UTIL,0.71%,16
119,3717032160,TSCANS13 (40/50),17.02,320.75,C Alperen Sengun F Terence Davis G Jaden Ivey PF Pascal Siakam PG Theo Maledon SF RJ Barrett SG Victor Oladipo UTIL Jaden Springer,,Davion Mitchell,UTIL,0.71%,22
119,3717240566,MoneyMillz,0,320.75,C Isaiah Jackson F RJ Barrett G Jaden Hardy PF Jalen McDaniels PG Trae Young SF Bennedict Mathurin SG Shake Milton UTIL Brandon Ingram,,Chuma Okeke,F,0.67%,18
121,3717121137,tomjk321 (91/150),24,320.5,C Alperen Sengun F LeBron James G Trae Young PF Duncan Robinson PG Theo Maledon SF Buddy Hield SG Shake Milton UTIL Lindell Wigginton,,Luke Kennard,SG,0.67%,34
121,3716565909,gigoloJoe (1/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Dejounte Murray,PG,0.65%,27.25
121,3717120475,bamor (7/11),17.02,320.5,C Alperen Sengun F Terence Davis G Coby White PF Georges Niang PG Kevin Porter Jr. SF Svi Mykhailiuk SG Mikal Bridges UTIL Killian Hayes,,Robert Williams,C,0.65%,31.25
121,3717248148,gigoloJoe (12/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Dillon Brooks,F,0.64%,21.5
121,3717256723,gigoloJoe (13/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Landry Shamet,G,0.62%,12.25
121,3717256724,gigoloJoe (14/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Dalen Terry,UTIL,0.60%,13.25
121,3717256725,gigoloJoe (15/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Dorian Finney-Smith,PF,0.59%,11.5
121,3717256726,gigoloJoe (16/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,James Bouknight,PG,0.54%,12.25
121,3717256727,gigoloJoe (17/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Markelle Fultz,G,0.54%,17.25
121,3717256728,gigoloJoe (18/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Clint Capela,UTIL,0.54%,24.5
121,3717256729,gigoloJoe (19/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Furkan Korkmaz,G,0.51%,9.5
121,3717256730,gigoloJoe (20/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Alex Len,C,0.49%,16.5
121,3717256731,gigoloJoe (21/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Ayo Dosunmu,PG,0.49%,31.75
121,3717256732,gigoloJoe (22/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Desmond Bane,SG,0.44%,36
121,3717256733,gigoloJoe (23/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Jakob Poeltl,UTIL,0.44%,13.75
121,3717256740,gigoloJoe (30/32),17.02,320.5,C Alperen Sengun F Terence Davis G Kevin Porter Jr. PF RJ Barrett PG Jaden Ivey SF Marjon Beauchamp SG Shake Milton UTIL CJ McCollum,,Javonte Green,F,0.43%,6.75
137,3716923954,billsfan777 (77/150),34.04,320.25,C Isaiah Jackson F Terence Davis G Trae Young PF RJ Barrett PG Theo Maledon SF Marjon Beauchamp SG Shake Milton UTIL Stephen Curry,,Dwight Powell,UTIL,0.36%,5.25
138,3716785567,LorenzoStax (28/50),0,320,C Alperen Sengun F Brandon Ingram G Lindell Wigginton PF Jalen McDaniels PG Theo Maledon SF Caleb Martin SG Jaden Ivey UTIL Jaden Hardy,,D'Angelo Russell,PG,0.35%,23
138,3717141675,coggio0605 (2/5),0,320,C Alperen Sengun F Jalen McDaniels G Theo Maledon PF Duncan Robinson PG Kevin Porter Jr. SF Svi Mykhailiuk SG Jalen Green UTIL Mark Williams,,Kevon Looney,C,0.35%,39
140,3717048039,l800Eddie (94/150),41.02,319.75,C Paul Reed F Marjon Beauchamp G Lindell Wigginton PF Jaren Jackson Jr. PG Trae Young SF Jalen McDaniels SG Terence Davis UTIL Anthony Davis,,Nick Richards,C,0.35%,20.25
140,3716443648,dacoltz (117/150),24,319.75,C Isaiah Jackson F Marjon Beauchamp G Trae Young PF Jalen McDaniels PG Kevin Porter Jr. SF Bennedict Mathurin SG Shake Milton UTIL Anthony Davis,,AJ Griffin,UTIL,0.34%,0
140,3717244863,moklovin (58/150),0,319.75,C Isaiah Jackson F Jaren Jackson Jr. G Mikal Bridges PF Georges Niang PG Theo Maledon SF Brandon Ingram SG Jaden Springer UTIL Lindell Wigginton,,Onyeka Okongwu,C,0.34%,23
140,3717244943,moklovin (138/150),0,319.75,C Mark Williams F Brandon Ingram G Lindell Wigginton PF Pascal Siakam PG Trae Young SF Max Strus SG Shake Milton UTIL Goga Bitadze,,Danuel House Jr.,SF,0.33%,31.75
144,3717037617,Iceman45 (1/3),24,319.5,C Alperen Sengun F Brandon Ingram G Cameron Payne PF Jalen McDaniels PG Theo Maledon SF Bryce McGowens SG Shake Milton UTIL Kevin Porter Jr.,,Jarred Vanderbilt,UTIL,0.33%,1.25
144,3717209714,Topciu5,17.02,319.5,C Alperen Sengun F Terence Davis G Trae Young PF Pascal Siakam PG Shake Milton SF Jalen McDaniels SG Jaden Hardy UTIL Nic Claxton,,Grant Williams,PF,0.30%,13.25
146,3717257652,RasheedWallets (4/4),48,319.25,C Alperen Sengun F Pascal Siakam G Jaden Ivey PF Jalen Johnson PG Cameron Payne SF Jalen McDaniels SG Terrence Ross UTIL Trae Young,,AJ Green,PG,0.29%,12.5
146,3716670831,JBCJBCJBC (81/150),24,319.25,C Jalen Duren F Jaren Jackson Jr. G Lindell Wigginton PF Jalen McDaniels PG Jaden Ivey SF Jordan Nwora SG Victor Oladipo UTIL LeBron James,,Oshae Brissett,PF,0.29%,7.75
146,3716970463,bgreseth (76/150),17.02,319.25,C Goga Bitadze F Brandon Ingram G Trae Young PF Jaren Jackson Jr. PG Theo Maledon SF Buddy Hield SG Jaden Springer UTIL Terence Davis,,JaVale McGee,C,0.28%,14
146,3717195084,keetz18 (11/24),17.02,319.25,C Jalen Duren F Marjon Beauchamp G Lindell Wigginton PF Jaren Jackson Jr. PG Stephen Curry SF Brandon Ingram SG Shake Milton UTIL Goga Bitadze,,Tyus Jones,PG,0.26%,26.5
146,3716999019,aw120 (2/12),0,319.25,C Alperen Sengun F Svi Mykhailiuk G Kevin Porter Jr. PF Haywood Highsmith PG Jalen Green SF Bennedict Mathurin SG Jaden Ivey UTIL Goga Bitadze,,Anthony Lamb,PF,0.26%,0
146,3717006933,aw120 (5/12),0,319.25,C Alperen Sengun F Svi Mykhailiuk G Kevin Porter Jr. PF Haywood Highsmith PG Jalen Green SF Bennedict Mathurin SG Jaden Ivey UTIL Goga Bitadze,,Larry Nance Jr.,C,0.24%,14
152,3717121106,tomjk321 (60/150),48,319,C Anthony Davis F Marjon Beauchamp G Lindell Wigginton PF Jaren Jackson Jr. PG Trae Young SF Jalen McDaniels SG Jaden Hardy UTIL Cameron Payne,,Rui Hachimura,UTIL,0.23%,6.25
152,3716443535,dacoltz (4/150),24,319,C Paul Reed F LeBron James G Lindell Wigginton PF Jaren Jackson Jr. PG Trae Young SF Jalen McDaniels SG Shake Milton UTIL Jaden Hardy,,Saben Lee,PG,0.22%,14.75
152,3716443646,dacoltz (115/150),24,319,C Isaiah Jackson F LeBron James G Trae Young PF Jordan Nwora PG Theo Maledon SF Buddy Hield SG Coby White UTIL Lindell Wigginton,,Gary Payton II,G,0.21%,15.5
152,3717244942,moklovin (137/150),24,319,C Isaiah Jackson F Brandon Ingram G Cameron Payne PF Jaren Jackson Jr. PG Spencer Dinwiddie SF Jalen McDaniels SG Victor Oladipo UTIL Nic Claxton,,Chimezie Metu,C,0.20%,10.25
152,3716670777,JBCJBCJBC (27/150),0,319,C Isaiah Jackson F Jaren Jackson Jr. G Lindell Wigginton PF Pascal Siakam PG Theo Maledon SF Theo Pinson SG Jaden Ivey UTIL Jalen Duren,,Kai Jones,PF,0.20%,21
152,3717121162,tomjk321 (116/150),0,319,C Alperen Sengun F Brandon Ingram G Lindell Wigginton PF Jaren Jackson Jr. PG Theo Maledon SF Max Strus SG Victor Oladipo UTIL Jaden Hardy,,Montrezl Harrell,C,0.20%,26
152,3717189845,jamesdowning100 (13/26),0,319,C Isaiah Jackson F Brandon Ingram G Trae Young PF Jabari Smith Jr. PG Shake Milton SF Buddy Hield SG Andrew Nembhard UTIL Coby White,,Davis Bertans,F,0.20%,16.5
159,3716570702,bpcologna (69/150),24,318.75,C Alperen Sengun F LeBron James G Trae Young PF Jalen McDaniels PG Jaden Ivey SF Theo Pinson SG Victor Oladipo UTIL Jaden Hardy,,David Roddy,F,0.19%,9.75
159,3716447772,westonselman (55/150),17.02,318.75,C Isaiah Jackson F Brandon Ingram G Jaden Hardy PF Jalen McDaniels PG Trae Young SF Marjon Beauchamp SG Victor Oladipo UTIL Stephen Curry,,Josh Christopher,UTIL,0.18%,13
161,3716923951,billsfan777 (74/150),17.02,318.5,C Isaiah Jackson F Marjon Beauchamp G Lindell Wigginton PF Jaren Jackson Jr. PG Theo Maledon SF Bennedict Mathurin SG Jaden Ivey UTIL Klay Thompson,,John Konchar,G,0.17%,36.75
161,3716633386,cusematt23 (13/60),0,318.5,C Alperen Sengun F Buddy Hield G Trae Young PF Jaren Jackson Jr. PG Theo Maledon SF Max Strus SG Jaden Springer UTIL Jaden Hardy,,Jay Scrubb,G,0.17%,0
161,3716639908,yojoe40 (3/3),0,318.5,C Alperen Sengun F Pascal Siakam G Shake Milton PF Jalen McDaniels PG Theo Maledon SF Svi Mykhailiuk SG Jalen Green UTIL Furkan Korkmaz,,Richaun Holmes,UTIL,0.16%,9.75
161,3716865967,saad1021 (3/3),0,318.5,C Alperen Sengun F Franz Wagner G Shake Milton PF Obi Toppin PG Jalen Green SF Jalen McDaniels SG Jaden Ivey UTIL Svi Mykhailiuk,,Malik Beasley,SG,0.16%,20.25
161,3717090549,jbasi73 (129/150),0,318.5,C Nic Claxton F Patrick Williams G Shake Milton PF Jabari Smith Jr. PG Coby White SF Brandon Ingram SG Jaden Ivey UTIL Paul Reed,,Jericho Sims,PF,0.15%,17
166,3716970482,bgreseth (95/150),34.04,318,C Alperen Sengun F Terence Davis G Trae Young PF RJ Barrett PG Victor Oladipo SF Tari Eason SG Jaden Springer UTIL Stephen Curry,,Kessler Edwards,PF,0.15%,11.5
166,3717240256,bigworm77,0,318,C Alperen Sengun F Brandon Ingram G Trae Young PF Obi Toppin PG Shake Milton SF Marjon Beauchamp SG Jaden Hardy UTIL Lindell Wigginton,,Precious Achiuwa,UTIL,0.15%,27.25
168,3716484486,chasedeushane (1/75),41.02,317.75,C Alperen Sengun F Donte DiVincenzo G Theo Maledon PF Torrey Craig PG Kevin Porter Jr. SF Svi Mykhailiuk SG Jaden Ivey UTIL Victor Oladipo,,Xavier Tillman,C,0.14%,25.75
168,3716923484,Mangone (9/30),24,317.75,C Mark Williams F Brandon Ingram G Jaden Hardy PF RJ Barrett PG Trae Young SF Jalen McDaniels SG Shake Milton UTIL Cameron Payne,,Payton Pritchard,G,0.14%,36
168,3716785544,LorenzoStax (5/50),0,317.75,C Alperen Sengun F Brandon Ingram G Lindell Wigginton PF Pascal Siakam PG Theo Maledon SF Max Strus SG Shake Milton UTIL Goga Bitadze,,Chris Boucher,PF,0.14%,12
168,3716970525,bgreseth (138/150),0,317.75,C Alperen Sengun F Jaren Jackson Jr. G Lindell Wigginton PF Caleb Martin PG Trae Young SF Brandon Ingram SG Jaden Springer UTIL Meyers Leonard,,Xavier Cooks,UTIL,0.14%,26.75
172,3716602050,hokierob,17.02,317.5,C Alperen Sengun F Pascal Siakam G Mikal Bridges PF Jaren Jackson Jr. PG Shake Milton SF Jalen McDaniels SG Terence Davis UTIL Goga Bitadze,,Keon Ellis,PG,0.14%,0
172,3717156055,Heibs22 (25/150),17.02,317.5,C Isaiah Jackson F Terence Davis G Trae Young PF Jalen McDaniels PG Kevin Porter Jr. SF Brandon Ingram SG Jalen Green UTIL Goga Bitadze,,Naji Marshall,PF,0.14%,17.75
172,3717140811,williech1 (1/2),0,317.5,C Isaiah Jackson F Trey Murphy III G Trae Young PF Bol Bol PG Theo Maledon SF Jalen McDaniels SG Mikal Bridges UTIL Jalen Duren,,Thanasis Antetokounmpo,PF,0.13%,27.5
172,3717146438,SavedbyGrace306 (1/3),0,317.5,C Alperen Sengun F Jalen McDaniels G Bogdan Bogdanovic PF Pascal Siakam PG Trae Young SF Corey Kispert SG Coby White UTIL Gabe Vincent,,Damion Lee,G,0.12%,2.5
176,3717090494,jbasi73 (74/150),17.02,317.25,C Robert Williams F PJ Dozier G Jaden Ivey PF Pascal Siakam PG Kevin Porter Jr. SF Patrick Williams SG Shake Milton UTIL Trae Young,,Josh Richardson,UTIL,0.12%,11.5
176,3716785575,LorenzoStax (36/50),0,317.25,C Mark Williams F Jaren Jackson Jr. G Jaden Springer PF Caleb Martin PG Theo Maledon SF Brandon Ingram SG Jaden Ivey UTIL Lindell Wigginton,,Darius Bazley,UTIL,0.12%,0
176,3716970461,bgreseth (74/150),0,317.25,C Mark Williams F Brandon Ingram G Jaden Springer PF Jaren Jackson Jr. PG Theo Maledon SF Caleb Martin SG Jaden Ivey UTIL Lindell Wigginton,,Gabe York,PG,0.11%,21.75
176,3717206425,SteveyBallGame (28/44),0,317.25,C Alperen Sengun F Herbert Jones G Trae Young PF Caleb Martin PG Theo Maledon SF Svi Mykhailiuk SG Jaden Hardy UTIL Coby White,,Tyler Herro,SG,0.10%,0
180,3717057906,Dell-webb (2/3),24,317,C Xavier Tillman F Buddy Hield G Trae Young PF Patrick Williams PG Kevin Porter Jr. SF Trey Murphy III SG Shake Milton UTIL Austin Reaves,,Trey Lyles,PF,0.10%,17.25
181,3716836687,ShaidyAdvice (114/150),24,316.75,C Goga Bitadze F Jaren Jackson Jr. G Shake Milton PF Pascal Siakam PG Theo Maledon SF Brandon Ingram SG Victor Oladipo UTIL Cameron Payne,,Dewayne Dedmon,C,0.10%,14.25
181,3716941277,BiGChiefs0,0,316.75,C Alperen Sengun F Trey Murphy III G Svi Mykhailiuk PF John Collins PG Jaden Ivey SF Royce O'Neale SG Jalen Green UTIL Goga Bitadze,,Cory Joseph,G,0.09%,34.75
181,3717090131,chasedeushane (71/75),0,316.75,C Alperen Sengun F Jalen McDaniels G Theo Maledon PF Bol Bol PG Luka Doncic SF Svi Mykhailiuk SG Coby White UTIL Goga Bitadze,,Joe Harris,SG,0.09%,11.25
181,3717151194,draftking_fun (2/2),0,316.75,C Alperen Sengun F Jaren Jackson Jr. G Jalen Suggs PF Pascal Siakam PG CJ McCollum SF Jalen McDaniels SG Victor Oladipo UTIL Robert Williams,,Caleb Houstan,SF,0.09%,11
185,3717199720,JamesHolzkopf1,0,316.5,C Alperen Sengun F Jalen McDaniels G Andrew Nembhard PF Aaron Nesmith PG Theo Maledon SF Svi Mykhailiuk SG Jaden Ivey UTIL Corey Kispert,,Wesley Matthews,SG,0.09%,4.25
186,3717090523,jbasi73 (103/150),0,316.25,C Alperen Sengun F Marjon Beauchamp G Shake Milton PF Pascal Siakam PG Theo Maledon SF Brandon Ingram SG Victor Oladipo UTIL Paul Reed,,Frank Ntilikina,PG,0.09%,22.75
186,3717244832,moklovin (27/150),0,316.25,C Mark Williams F Jaren Jackson Jr. G Shake Milton PF Pascal Siakam PG Theo Maledon SF Trey Murphy III SG Victor Oladipo UTIL Jaden Hardy,,Wenyen Gabriel,F,0.09%,2.75
188,3716878122,jgreenblatt (58/60),24,316,C Anthony Davis F Brandon Ingram G Trae Young PF Jalen McDaniels PG Victor Oladipo SF Haywood Highsmith SG Shake Milton UTIL Jaden Hardy,,De'Aaron Fox,UTIL,0.09%,0
188,3716789625,webthekid (77/150),0,316,C Mark Williams F RJ Barrett G Shake Milton PF Jayson Tatum PG Theo Maledon SF Jalen McDaniels SG Andrew Nembhard UTIL Isaiah Jackson,,Blake Griffin,UTIL,0.09%,18.75
190,3717242503,T_revor (15/50),24,315.75,C Alperen Sengun F Brandon Ingram G Jaden Hardy PF RJ Barrett PG Theo Maledon SF Jalen McDaniels SG Shake Milton UTIL Cameron Payne,,JD Davison,PG,0.09%,3
191,3716789581,webthekid (33/150),24,315.25,C Alperen Sengun F Marjon Beauchamp G Immanuel Quickley PF Jayson Tatum PG Theo Maledon SF Jalen McDaniels SG Shake Milton UTIL Cameron Payne,,Lonnie Walker IV,SF,0.08%,6.75
191,3716443630,dacoltz (99/150),0,315.25,C Mark Williams F Franz Wagner G Theo Maledon PF Jaren Jackson Jr. PG Kevin Porter Jr. SF Bennedict Mathurin SG Shake Milton UTIL Lindell Wigginton,,Will Barton,SG,0.08%,16.5
191,3716878080,jgreenblatt (17/60),0,315.25,C Alperen Sengun F Brandon Ingram G Shake Milton PF Haywood Highsmith PG Trae Young SF Jordan Nwora SG Victor Oladipo UTIL Jaden Hardy,,Tobias Harris,F,0.08%,0
194,3716659859,scott_402,41.02,315,C Alperen Sengun F Sam Hauser G Cameron Payne PF Patrick Williams PG Victor Oladipo SF Brandon Ingram SG Shake Milton UTIL Stephen Curry,,Kenneth Lofton Jr.,UTIL,0.08%,4.25
194,3716570723,bpcologna (90/150),24,315,C Goga Bitadze F LeBron James G Trae Young PF Jalen McDaniels PG Theo Maledon SF Svi Mykhailiuk SG Shake Milton UTIL Jaden Hardy,,Goran Dragic,PG,0.08%,28
194,3716487109,SenorBlanco777,0,315,C Alperen Sengun F Jalen McDaniels G Jaden Ivey PF Jabari Smith Jr. PG Theo Maledon SF Svi Mykhailiuk SG Johnny Davis UTIL Cody Zeller,,Malik Monk,UTIL,0.08%,0
194,3717094775,kingdraft219 (1/5),0,315,C Jalen Duren F Marjon Beauchamp G Jaden Ivey PF Herbert Jones PG Theo Maledon SF KJ Martin SG Svi Mykhailiuk UTIL Alperen Sengun,,De'Andre Hunter,F,0.07%,23
194,3717200265,mano03,0,315,C Goga Bitadze F Brandon Ingram G Corey Kispert PF Jae Crowder PG Kevin Porter Jr. SF Luke Kennard SG Shake Milton UTIL Trae Young,,Terry Taylor,F,0.07%,11.75
199,3716443662,dacoltz (131/150),41.02,314.75,C Alperen Sengun F Jaren Jackson Jr. G Cameron Payne PF Jalen McDaniels PG Stephen Curry SF Bennedict Mathurin SG Shake Milton UTIL Isaiah Jackson,,Markieff Morris,F,0.06%,18.5
199,3716836605,ShaidyAdvice (32/150),17.02,314.75,C Goga Bitadze F Brandon Ingram G Trae Young PF Draymond Green PG Theo Maledon SF Jalen McDaniels SG Shake Milton UTIL Jaden Hardy,,Kevin Love,F,0.06%,0
199,3716836615,ShaidyAdvice (42/150),17.02,314.75,C Mark Williams F Patrick Williams G Stephen Curry PF Pascal Siakam PG Theo Maledon SF Jalen McDaniels SG Shake Milton UTIL Cody Zeller,,Alex Caruso,UTIL,0.06%,11.25
199,3716634605,jfrae00,0,314.75,C Mark Williams F Jaren Jackson Jr. G Immanuel Quickley PF Jalen McDaniels PG Shake Milton SF Caleb Martin SG Victor Oladipo UTIL Brandon Ingram,,Miles McBride,G,0.06%,10.75
203,3716975552,BeastMode_09,41.02,314.5,C Pascal Siakam F Buddy Hield G Victor Oladipo PF Torrey Craig PG Stephen Curry SF Patrick Williams SG Coby White UTIL Alperen Sengun,,Xavier Sneed,F,0.06%,4.75
203,3717244890,moklovin (85/150),17.02,314.5,C Alperen Sengun F Marjon Beauchamp G Lindell Wigginton PF Jabari Smith Jr. PG Shake Milton SF Jayson Tatum SG Victor Oladipo UTIL Stephen Curry,,Dennis Schroder,G,0.06%,0
203,3716544280,Momo_BTL (1/14),0,314.5,C Alperen Sengun F Bryce McGowens G Svi Mykhailiuk PF Royce O'Neale PG Theo Maledon SF Trey Murphy III SG Jaden Ivey UTIL Danuel House Jr.,,Mitchell Robinson,C,0.05%,0
206,3716906735,Einstagator (9/21),24,314.25,C Alperen Sengun F Brandon Ingram G Shake Milton PF Jabari Smith Jr. PG Victor Oladipo SF Svi Mykhailiuk SG Jaden Ivey UTIL Cameron Payne,,Bam Adebayo,C,0.05%,0
206,3717121155,tomjk321 (109/150),24,314.25,C Paul Reed F Brandon Ingram G Lindell Wigginton PF Jalen McDaniels PG Theo Maledon SF Marjon Beauchamp SG Shake Milton UTIL Anthony Davis,,Jimmy Butler,PF,0.05%,0
206,3717006266,Ronniesheenmachine,17.02,314.25,C Alperen Sengun F Dorian Finney-Smith G Jalen Green PF Draymond Green PG Theo Maledon SF Jalen McDaniels SG Jaden Ivey UTIL Shake Milton,,Troy Brown Jr.,SF,0.05%,8.25
206,3717121139,tomjk321 (93/150),17.02,314.25,C Cody Zeller F Brandon Ingram G Lindell Wigginton PF Jaren Jackson Jr. PG Victor Oladipo SF Jalen McDaniels SG Jaden Hardy UTIL Stephen Curry,,Kyrie Irving,PG,0.04%,0
210,3716443629,dacoltz (98/150),48,314,C Anthony Davis F Max Strus G Lindell Wigginton PF Jaren Jackson Jr. PG Trae Young SF Buddy Hield SG Shake Milton UTIL Cameron Payne,,Mike Muscala,UTIL,0.04%,21.75
210,3717047959,l800Eddie (14/150),24,314,C Alperen Sengun F Marjon Beauchamp G Jaden Hardy PF Jalen McDaniels PG Trae Young SF Jordan Nwora SG Shake Milton UTIL Anthony Davis,,Kevin Durant,SF,0.04%,0
210,3716443571,dacoltz (40/150),0,314,C Isaiah Jackson F Jaren Jackson Jr. G Trae Young PF Jabari Smith Jr. PG Theo Maledon SF Jordan Nwora SG Jaden Hardy UTIL Lindell Wigginton,,Dyson Daniels,G,0.04%,6.25
210,3717048087,l800Eddie (142/150),0,314,C Paul Reed F Brandon Ingram G Shake Milton PF Jalen McDaniels PG Andrew Nembhard SF Jordan Nwora SG Cole Anthony UTIL Trae Young,,Domantas Sabonis,UTIL,0.04%,0
210,3717166968,gatorthunder77 (10/10),0,314,C Alperen Sengun F Haywood Highsmith G Coby White PF Jayson Tatum PG Shake Milton SF Svi Mykhailiuk SG Jaden Ivey UTIL Jaden Hardy,,Cam Thomas,UTIL,0.04%,0
215,3717036898,millskc (47/75),24,313.75,C Paul Reed F Brandon Ingram G Jaden Hardy PF Jaren Jackson Jr. PG Trae Young SF Jalen McDaniels SG Shake Milton UTIL Cameron Payne,,Day'Ron Sharpe,C,0.04%,8
215,3717078911,magneto999 (27/150),24,313.75,C Anthony Davis F Brandon Ingram G Trae Young PF Tari Eason PG Victor Oladipo SF Max Strus SG Shake Milton UTIL Lindell Wigginton,,Seth Curry,SG,0.04%,18.75
215,3717090510,jbasi73 (90/150),17.02,313.75,C Bol Bol F Jaren Jackson Jr. G Shake Milton PF Al Horford PG Kevin Porter Jr. SF Terence Davis SG Jaden Ivey UTIL Trae Young,,Frank Kaminsky III,PF,0.04%,0
215,3716570635,bpcologna (2/150),0,313.75,C Alperen Sengun F Brandon Ingram G Lindell Wigginton PF Pascal Siakam PG Theo Maledon SF Marjon Beauchamp SG Shake Milton UTIL Jaden Hardy,,Tim Hardaway Jr.,SG,0.03%,0
