id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
6345,Hauser,Sam,15.83,BOS,SF,TOR,20,7.4,2.05,3.21,1.26,0.47,0.41,0.53,0.56,0.13,0.07,2.61,3.54,0.01,0,
5519,Gill,Anthony,15.74,WAS,PF,MIA,21,8.1,0.25,3.66,1.34,0.17,0.45,0.64,3.06,1.23,0.41,3.31,2.42,0.01,0,
3352,Bertans,Davis,15.73,DAL,PF,CHI,20,8.21,2.32,2.64,1.14,0.46,0.33,0.47,0.4,0.45,0.07,2.72,4.62,0,0,
6333,Champagnie,Justin,15.73,BOS,SF,TOR,17,7.1,0.77,4.49,0.67,0.52,0.47,0.74,1.94,0.91,0.21,2.71,3.23,0.01,0,
5025,Jones,Tyus,15.69,MEM,PG,@ MIL,17,6.2,0.98,2.03,3.49,0.69,0.07,0.59,1.42,0.42,0.09,2.4,3.26,0,0,
5801,Pinson,Theo,15.66,DAL,SG,CHI,20,4.92,1.1,3.84,3.09,0.47,0.15,0.97,0.42,0.78,0.08,1.52,3.09,0,0,
6227,Lamb,Anthony,15.65,GSW,SF,@ SAC,20,7.31,1.24,3.4,1.63,0.4,0.3,0.77,1.34,0.91,0.26,2.58,2.82,0.01,0,
3506,Holiday,Justin,15.6,DAL,SG/SF,CHI,25,7.11,1.72,2.1,1.78,0.62,0.76,0.86,0.8,0.35,0.12,2.52,4.18,0,0,
6068,Bazley,Darius,15.56,PHO,SF/PF,@ LAL,15,7.23,0.53,3.43,0.79,0.62,0.83,0.63,2.08,1.48,0.91,2.61,3.17,0.01,0,
2819,Dragic,Goran,15.14,MIL,PG,MEM,14,8.27,1.22,1.55,2.78,0.29,0.07,1.15,1.97,0.67,0.26,3.19,4.86,0,0,
3089,Matthews,Wesley,14.99,MIL,SF,MEM,24,6.43,1.38,3.51,1.17,0.56,0.43,0.52,0.73,0.83,0.14,2.11,3.61,0,0,
5752,Robinson,Duncan,14.81,MIA,SG/SF,@ WAS,19,9.01,2.43,1.84,1.25,0.34,0.04,0.71,0.53,0.66,0.08,2.96,3.88,0,0,
6563,Lofton Jr.,Kenny,14.77,MEM,PF,@ MIL,17,6.05,0.13,4.97,0.97,0.45,0.33,1.16,2.38,0.9,0.49,2.51,2.7,0,0,
5648,Boucher,Chris,14.57,TOR,PF/C,@ BOS,16,6.61,0.59,4.19,0.24,0.45,0.67,0.36,1.93,0.98,0.29,2.52,2.7,0,0,
5222,York,Gabe,14.42,IND,SG,DET,17,7.51,0.96,2.02,1.97,0.69,0.02,0.94,1.86,0.91,0.26,2.82,3.92,0,0,
3923,Harris,Gary,14.36,ORL,SG,@ BKN,25,8.12,2.14,1.55,0.97,0.79,0.19,0.37,0.61,0.48,0.05,2.75,3.59,0,0,Questionable
6032,Hachimura,Rui,14.35,LAL,SF/PF,PHO,20,7.54,0.58,3.74,0.59,0.32,0.31,0.62,2.38,1.04,0.35,2.96,3.08,0.01,0,
6307,Christopher,Josh,14.18,HOU,SG,@ CHA,17,7.84,0.48,1.59,1.63,0.78,0.36,1.22,2.72,0.96,0.32,3.2,3.48,0,0,
6163,Achiuwa,Precious,13.78,TOR,PF/C,@ BOS,15,6.27,0.39,4.36,0.57,0.37,0.34,0.83,2.1,0.9,0.43,2.49,2.45,0,0,
5899,Highsmith,Haywood,13.69,MIA,SF,@ WAS,19,5.66,1.02,3.63,0.85,0.68,0.4,0.9,1.15,0.3,0.37,2.17,2.94,0,0,
6210,Lee,Saben,13.65,PHO,PG,@ LAL,14,6.3,0.28,1.88,2.42,0.7,0.15,0.95,1.85,1.76,0.54,2.13,2.88,0,0,
6329,Sharpe,Day'Ron,13.3,BKN,C,ORL,10,6.02,0.07,4.09,0.44,0.3,0.55,0.47,2.51,0.79,0.5,2.58,1.76,0,0,
6583,Green,AJ,13.17,MIL,SG,MEM,16,7.24,1.51,1.98,1.63,0.37,0,0.97,1.01,0.69,0.09,2.52,4.18,0,0,
3029,Johnson,James,13.16,IND,PF,DET,16,4.67,0.33,3.07,1.81,0.38,0.65,0.58,1.6,0.48,0.35,1.93,2.28,0,0,
6601,Cain,Jamal,13.1,MIA,SF,@ WAS,15,6.49,0.59,3.51,0.52,0.55,0.2,0.71,1.98,0.76,0.27,2.57,3.28,0,0,
5853,Green,Javonte,12.88,CHI,SG/SF,@ DAL,15,6.12,0.43,2.87,0.63,0.71,0.45,0.62,1.86,1.11,0.55,2.29,1.88,0,0,
3674,Schroder,Dennis,12.55,LAL,PG,PHO,16,6.16,0.49,1.38,2.6,0.4,0.09,0.92,1.45,1.79,0.33,1.94,2.87,0,0,
6403,Wainright,Ish,12.25,PHO,PF,@ LAL,16,4.97,1.15,2.52,0.94,0.73,0.41,0.27,0.5,0.52,0.1,1.65,2.93,0,0,
5748,Gabriel,Wenyen,11.94,LAL,SF,PHO,14,5.05,0.15,3.87,0.47,0.36,0.43,0.62,1.9,0.8,0.57,2.05,1.35,0,0,
3720,Len,Alex,11.86,SAC,C,GSW,13,4.68,0.04,3.72,0.92,0.36,0.46,1.02,1.8,0.96,0.5,1.84,1.61,0,0,
5455,Ntilikina,Frank,11.73,DAL,PG,CHI,20,4.22,0.56,2.55,2.09,0.46,0.25,1.02,1.02,0.5,0.17,1.58,2.56,0,0,
6195,Marshall,Naji,11.67,NOR,SF,NYK,14,5.35,0.42,2.29,1.76,0.38,0.1,0.7,1.48,1.13,0.32,1.9,2.57,0,0,
6527,Roddy,David,11.49,MEM,PF,@ MIL,16,5.71,0.83,2.51,0.82,0.45,0.21,0.64,1.41,0.4,0.26,2.24,2.97,0,0,
6354,Taylor,Terry,11.39,CHI,SG,@ DAL,15,5.72,0.32,3.04,0.63,0.3,0.21,0.51,2.13,0.5,0.23,2.45,1.89,0,0,
5336,Payton II,Gary,11.18,GSW,PG,@ SAC,15,4.35,0.47,2.54,1,0.89,0.2,0.52,1.35,0.24,0.11,1.82,1.57,0,0,
5029,Lyles,Trey,11.02,SAC,PF,GSW,13,5.38,0.78,2.87,0.65,0.26,0.23,0.59,0.96,1.12,0.23,1.74,2.06,0,0,Questionable
6300,Mitchell,Davion,10.53,SAC,PG,GSW,16,4.55,0.78,1.06,2.24,0.45,0.14,0.56,0.95,0.31,0.05,1.73,2.35,0,0,Questionable
5249,Lee,Damion,10.44,PHO,SG/SF,@ LAL,14,5.43,0.83,2.2,1.04,0.28,0.07,0.83,1.04,0.86,0.09,1.87,2.69,0,0,
5427,Beasley,Malik,10.17,LAL,SG,PHO,14,5.61,1.3,1.75,0.81,0.39,0.05,0.74,0.74,0.23,0.07,2.04,3.36,0,0,
3475,Fournier,Evan,10.14,NYK,SG/SF,@ NOR,12,6.05,1.19,1.06,0.95,0.44,0.08,0.59,0.96,0.56,0.13,2.15,3.38,0,0,
6427,Jones,Carlik,9.74,CHI,PG,@ DAL,10,5.27,0.45,1.43,1.38,0.33,0,0.55,1.49,0.94,0.32,1.94,2.89,0,0,
6311,Edwards,Kessler,9.71,SAC,SF,GSW,12,4.56,0.87,2.24,0.55,0.39,0.25,0.39,0.78,0.39,0.09,1.65,2.23,0,0,
5725,Brown Jr,Troy,9.38,LAL,SF,PHO,15,3.62,0.78,2.42,0.91,0.43,0.14,0.33,0.52,0.24,0.04,1.3,1.92,0,0,
3436,Barton,Will,9.33,TOR,SG/SF,@ BOS,12,4.55,0.84,1.54,1.25,0.27,0.15,0.57,0.8,0.43,0.12,1.64,2.73,0,0,
6123,Okeke,Chuma,9.17,ORL,PF,@ BKN,15,3.4,0.67,2.43,0.77,0.42,0.3,0.39,0.43,0.53,0.12,1.1,1.9,0,0,
6503,Daniels,Dyson,9.08,NOR,PG,NYK,13,2.52,0.33,2.4,1.64,0.5,0.14,0.7,0.63,0.27,0.15,0.96,1.43,0,0,
6299,McBride,Miles,8.89,NYK,PG,@ NOR,13,4.3,0.71,0.83,1.36,0.54,0.17,0.52,0.73,0.71,0.3,1.44,2.42,0,0,
6287,Garuba,Usman,8.77,HOU,PF,@ CHA,10,2.13,0.29,3.49,0.68,0.37,0.28,0.38,0.52,0.22,0.12,0.81,0.96,0,0,
3672,Muscala,Mike,8.76,BOS,C,TOR,10,4.28,1.04,2,0.43,0.2,0.27,0.26,0.41,0.34,0.09,1.45,1.81,0,0,
6114,Bol,Bol,8.24,ORL,PF/C,@ BKN,10,4,0.24,2.22,0.43,0.15,0.38,0.72,1.33,0.62,0.2,1.57,1.59,0,0,
6332,Nix,Daishen,8.01,HOU,SG,@ CHA,12,2.8,0.41,1.77,1.71,0.36,0.08,1.3,0.65,0.27,0.16,1.06,1.82,0,0,
6039,Wigginton,Lindell,7.89,MIL,PG,MEM,8,4.06,0.47,1.32,0.99,0.27,0.11,0.61,0.93,0.79,0.39,1.4,2.23,0,0,
6357,McClung,Mac,7.58,PHI,SG,@ ATL,10,4.44,0.7,1.03,0.71,0.36,0.03,0.68,0.86,0.62,0.18,1.56,2.33,0,0,
3924,Harris,Joe,7.56,BKN,SG/SF,ORL,12,4.07,1.18,0.97,0.81,0.25,0.08,0.37,0.23,0.07,0.07,1.41,1.87,0,0,
3863,Curry,Seth,7.54,BKN,PG/SG,ORL,10,4.67,0.67,0.77,0.72,0.31,0.04,0.42,1.07,0.52,0.05,1.74,1.91,0,0,
6544,Houstan,Caleb,6.15,ORL,SF,@ BKN,14,2.59,0.59,1.74,0.5,0.2,0.08,0.44,0.33,0.16,0.04,0.92,1.67,0,0,
6587,Boeheim,Buddy,6,DET,SG,@ IND,9,3.35,0.49,0.57,0.79,0.36,0,0.43,0.82,0.24,0.06,1.31,2.06,0,0,
6222,Simonovic,Marko,5.94,CHI,C,@ DAL,5,3.48,0.29,1.19,0.25,0.15,0.15,0.3,0.95,0.71,0.21,1.24,1.61,0,0,
5804,Watanabe,Yuta,4.62,BKN,SF,ORL,7,2.05,0.37,0.91,0.42,0.23,0.12,0.16,0.32,0.3,0.11,0.69,0.85,0,0,
5679,Brunson,Jalen,0,NYK,PG/SG,@ NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5675,Carter Jr.,Wendell,0,ORL,PF/C,@ BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6363,Alvarado,Jose,0,NOR,PG,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5669,Diallo,Hamidou,0,DET,SG/SF,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
3709,Hardaway Jr.,Tim,0,DAL,SG/SF,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5690,Holiday,Aaron,0,ATL,PG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5706,Robinson,Mitchell,0,NYK,C,@ NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5697,Wagner,Moritz,0,ORL,PF/C,@ BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5509,Simmons,Kobi,0,CHA,PG,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5006,Connaughton,Pat,0,MIL,SG/SF,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
2809,Augustin,D.J.,0,HOU,PG,@ CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3357,Butler,Jimmy,0,MIA,SG/SF/PF,@ WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3716,Carter-Williams,Michael,0,ORL,PG,@ BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5449,Ball,Lonzo,0,CHI,PG,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6350,Omoruyi,Eugene,0,DET,SF,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3731,Porter,Otto,0,TOR,SF,@ BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
3711,Adams,Steven,0,MEM,C,@ MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6124,Jerome,Ty,0,GSW,PG,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6327,Aldama,Santi,0,MEM,PF,@ MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doubtful
5498,Sumner,Edmond,0,BKN,SG,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6528,Keels,Trevor,0,NYK,SG,@ NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6362,Wright,McKinley,0,DAL,PG,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
3701,Antetokounmpo,Giannis,0,MIL,PF/C,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6111,Washington,PJ,0,CHA,PF/C,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6554,Harper Jr.,Ron,0,TOR,SF,@ BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5711,Bamba,Mo,0,LAL,C,PHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6242,Krejci,Vit,0,ATL,PG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6376,Smith,Dru,0,BKN,PG,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6540,Koloko,Christian,0,TOR,C,@ BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5461,Adebayo,Bam,0,MIA,PF/C,@ WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5453,Isaac,Jonathan,0,ORL,SF/PF,@ BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6547,Davison,J.D.,0,BOS,PG,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1789,Haslem,Udonis,0,MIA,PF,@ WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6542,Christie,Max,0,LAL,SG,PHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6541,Lewis,Justin,0,CHI,PF,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6308,Williams,Ziaire,0,MEM,SG,@ MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
3356,Burks,Alec,0,DET,SG,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
3490,Green,JaMychal,0,GSW,PF,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6522,Terry,Dalen,0,CHI,PG,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3916,Embiid,Joel,0,PHI,C,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6145,Ball,LaMelo,0,CHA,PG,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6525,LaRavia,Jake,0,MEM,PF,@ MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6536,Baldwin,Patrick,0,GSW,SF,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6586,Williams,Vince,0,MEM,SF,@ MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6558,Ellis,Keon,0,SAC,SG,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6537,Rollins,Ryan,0,GSW,SG,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6049,Davis,Terence,0,SAC,SG,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5716,Ayton,Deandre,0,PHO,C,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6576,Hudgins,Trevor,0,HOU,PG,@ CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6575,Quinones,Lester,0,GSW,SG,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3817,McGruder,Rodney,0,DET,SG,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6506,Griffin,A.J.,0,ATL,SF,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6572,Robinson,Orlando,0,MIA,C,@ WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6517,Liddell,E.J.,0,NOR,PF,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
3812,Marjanovic,Boban,0,HOU,C,@ CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5473,Kuzma,Kyle,0,WAS,SF/PF,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6048,Fernando,Bruno,0,ATL,C,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3946,Randle,Julius,0,NYK,PF,@ NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6051,Tate,Jae'Sean,0,HOU,SF/PF,@ CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6565,Pippen Jr.,Scotty,0,LAL,PG,PHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6515,Washington,TyTy,0,HOU,PG,@ CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
5266,Brown,Jaylen,0,BOS,SG/SF,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3551,Middleton,Khris,0,MIL,SF,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5478,Reed,Davon,0,LAL,SG,PHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6521,Jovic,Nikola,0,MIA,SF,@ WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6535,Brown,Kendall,0,IND,SF,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
2857,Rose,Derrick,0,NYK,PG,@ NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6388,Dowtin Jr,Jeff,0,TOR,PG,@ BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
6626,Days,Darius,0,HOU,C,@ CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
2769,Young,Thaddeus,0,TOR,PF,@ BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6275,Cunningham,Cade,0,DET,PG/SG,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
5687,Melton,De'Anthony,0,PHI,PG/SG,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doubtful
6033,Schofield,Admiral,0,ORL,SF,@ BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6156,Lewis,Kira,0,NOR,PG,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5649,Kleber,Maxi,0,DAL,PF,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
2836,Hill,George,0,IND,PG/SG,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6022,Brown,Moses,0,BKN,C,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6298,Thomas,Cam,0,BKN,SG,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5098,McConnell,T.J.,0,IND,PG,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5047,Rozier,Terry,0,CHA,PG/SG,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
3004,Holiday,Jrue,0,MIL,PG/SG,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6184,Pritchard,Payton,0,BOS,PG,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
3439,Beal,Bradley,0,WAS,SG,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
2464,Paul,Chris,0,PHO,PG,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5980,Martin,Cody,0,CHA,SF,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
2643,Tucker,P.J.,0,PHI,SF/PF,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3032,Beverley,Patrick,0,CHI,PG,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6014,Kabengele,Mfiondu,0,BOS,PF,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6171,Smith,Jalen,0,IND,PF/C,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6173,Green,Josh,0,DAL,SG,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5145,Wood,Christian,0,DAL,PF/C,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6067,Clarke,Brandon,0,MEM,PF/C,@ MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6079,Hayes,Jaxson,0,NOR,PF/C,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6166,Flynn,Malachi,0,TOR,PG,@ BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6152,Haliburton,Tyrese,0,IND,PG/SG,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6170,Stewart,Isaiah,0,DET,PF/C,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
2718,Durant,Kevin,0,PHO,SF/PF,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6516,Chandler,Kennedy,0,MEM,PG,@ MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5271,Simmons,Ben,0,BKN,PG/PF/C,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6217,Forrest,Trent,0,ATL,SG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5510,Kornet,Luke,0,BOS,C,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6325,Livers,Isaiah,0,DET,SF/PF,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6154,Avdija,Deni,0,WAS,SF/PF,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3775,Dellavedova,Matthew,0,SAC,PG,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5053,Turner,Myles,0,IND,PF/C,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
5043,Porzingis,Kristaps,0,WAS,PF/C,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5994,King,Louis,0,PHI,PF,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6634,Williams,Donovan,0,ATL,SG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6121,Williamson,Zion,0,NOR,PF,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5039,Oubre,Kelly,0,CHA,SG/SF/PF,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
2824,Gallinari,Danilo,0,BOS,SF/PF,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
3956,Warren,T.J.,0,PHO,SF,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3354,Bogdanovic,Bojan,0,DET,SF/PF,@ IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out for season
6094,Mathews,Garrison,0,ATL,SG/SF,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2615,Lowry,Kyle,0,MIA,PG,@ WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3369,Irving,Kyrie,0,DAL,PG/SG,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6160,Maxey,Tyrese,0,PHI,PG/SG,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
2997,Griffin,Blake,0,BOS,PF/C,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5002,Booker,Devin,0,PHO,PG/SG,@ LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3957,Wiggins,Andrew,0,GSW,SF/PF,@ SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
3001,Harden,James,0,PHI,PG/SG,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6560,Martin,Tyrese,0,ATL,SF,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5497,Morris,Monte,0,WAS,PG,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6579,Swider,Cole,0,LAL,SF,PHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionable
3932,LaVine,Zach,0,CHI,SG/SF,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5596,Dozier,P.J.,0,SAC,PG,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3006,DeRozan,DeMar,0,CHI,SG/SF,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
5766,Cooks,Xavier,0,WAS,PG,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5983,Jeffries,DaQuan,0,NYK,SG,@ NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6380,Lawson,A.J.,0,DAL,SG,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
3040,Mills,Patty,0,BKN,PG,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5722,Metu,Chimezie,0,SAC,C,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5724,Allen,Grayson,0,MIL,SG,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
6192,Scrubb,Jay,0,ORL,SG,@ BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-League
3011,Gibson,Taj,0,WAS,PF,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6258,Sneed,Xavier,0,CHA,SF,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5927,Konchar,John,0,MEM,SG,@ MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6641,Harris,Kevon,0,ORL,SF,@ BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6337,Banton,Dalano,0,TOR,PG,@ BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3162,Hayward,Gordon,0,CHA,SF,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5017,Hernangomez,Willy,0,NOR,C,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5913,Herro,Tyler,0,MIA,PG/SG,@ WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
6303,Duarte,Chris,0,IND,SG,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injured
5021,Holmes,Richaun,0,SAC,PF/C,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6355,Washington,Duane,0,NYK,PG,@ NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
3774,Dedmon,Dewayne,0,PHI,C,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5723,Walker,Lonnie,0,LAL,SG/SF,PHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6318,Wieskamp,Joe,0,TOR,SF,@ BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2846,Lopez,Brook,0,MIL,C,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Out
